Korean,English,score
말씀하신 분야도 뮤직비디오 쪽으로 구성하시면 될 것같아요,I think the field you mentioned could also be organized around music videos.,
아 네 자세한 설명 너무 감사해요 이해가 제대로 되었네요,"Oh yes, thank you so much for the detailed explanation. I understood it correctly.",
네 감사합니다 추가 질문사항 없으신가요,"Yes, thank you. Any further questions?",
네 특별히 없습니다,"No, nothing in particular",
네 그럼 좋은 하루 보내시구요 상담원 #@이름#이었습니다,"Okay, have a nice day. This was counselor #@name#",
안녕하세요 #@소속# 상담원 #@이름# 입니다,"Hello, this is counselor #@name# from #@affiliation#",
네 안녕하세요 지원 관련해서 궁금한 부분이 있어 문의드렸습니다,"Yes, hello. I have a question about support.",
어떤 부분이 궁금하신가요,What part are you curious about?,
방송사 공채는 어떻게 보나요,How do you view broadcasting station recruitment?,
아 방송사 공채 말씀하시는 거 맞으시죠,"Oh, you're talking about the broadcasting station recruitment, right?",
네 해당 내용 맞습니다.,"Yes, that is correct.",
방송사 공채는 방송사마다 모두 다릅니다,Broadcasting station recruitment is different for each broadcasting station.,
또한 매년 공채 때마다 다르기 때문에 방송사 홈페이지를 보시고요,"Also, since it is different every year for each public offering, please check the broadcasting company's website.",
최근 채용 요강을 참고하시기 바랍니다,Please refer to the latest recruitment notice,
아 한번에 요약되어 나온건 없나요,"Ah, is there no way to summarize it all at once?",
네 아쉽게도 없습니다 다른 궁금하신 부분이 있으신가요,"No, unfortunately not. Do you have any other questions?",
아니요 따로 없습니다 감사합니다,"No, there is none. Thank you.",
상담사 #@이름#이었습니다 감사합니다 좋은 하루 보내세요,This was counselor #@name# Thank you and have a nice day.,
안녕하세요 #@소속# 상담원 #@이름#입니다,"Hello, this is counselor #@name# from #@affiliation#",
네 안녕하세요 #@상품# 관련해서 궁금한 점이 있어 문의 드렸습니다,"Yes, hello. I have a question about #@product#.",
#@상품#이 궁금 하신 거군요,#@You're curious about product#,
네 #@상품#은 어떤 과정이 해당되나요,"Yes, what process does #@product# apply to?",
#@상품#은 각 과정별 연계성을 고려해서요,#@Product# is designed considering the connectivity of each process.,
방송학부 지원자에게만 해당되는 사항이구요,This only applies to applicants to the Department of Broadcasting.,
방송학부 말고 다른 학부는 해당이 안 되는군요,It doesn't apply to any department other than the Department of Broadcasting.,
방송학부 과정 중 요일 시간이 중복되지 않는 과정을 선택할 수 있습니다,You can choose a course that does not overlap with the days and times of the week in the Department of Broadcasting.,
매우 아쉽네요 다른 학부도 #@상품# 해택이 주어졌으면 합니다,It's a pity. I hope other departments also receive the #@product# benefit.,
더 궁금하신 부분이 있으신가요,Do you have any further questions?,
아니요 궁금한 부분이 해결되었습니다,"No, the part I was curious about has been resolved",
상담사 #@이름#이었습니다 감사합니다 좋은 하루 보내세요,This was counselor #@name# Thank you and have a nice day.,
안녕하세요 #@소속# 상담원 #@이름#입니다,"Hello, this is counselor #@name# from #@affiliation#",
방송학부에 관련해서 궁금한 사항 있어 문의 드렸습니다,I have a question about the Department of Broadcasting.,
아 네 방송학부 말씀이신가요,"Oh, yes, you mean the broadcasting department?",
방송학부 전 과정은 실무강의가 진행되나요,Are all courses in the Department of Broadcasting conducted as practical lectures?,
방송학부에서 진행되는 정규과정은요,The regular course offered by the Department of Broadcasting is,
교육생의 경쟁력 있는 현업 진출을 목적으로 교육이 진행됩니다,The training is conducted with the aim of enabling trainees to enter the competitive field.,
따라서 현업에서 요구되는 실무위주의 강의로 진행되구요,"Therefore, the lectures will be conducted in a practical manner that is required in the field.",
문화산업분야 전문기관 및 업계 실무진이 직접 이론 및 실습 교육을 진행하고 있습니다,Professional organizations and industry professionals in the cultural industry are directly conducting theoretical and practical training.,
실무위주로 이론 및 실습 교육을 진행하고 있군요,We are conducting theoretical and practical training with a focus on practical work.,
더 궁금하신 부분이 있으신가요,Do you have any further questions?,
아니요 궁금한 부분이 해결되었습니다,"No, the part I was curious about has been resolved",
상담사 #@이름# 이었습니다 감사합니다 좋은 하루 보내세요,This was counselor #@name# Thank you and have a nice day.,
네 상담사님 친절한 설명 감사합니다,"Yes, thank you for your kind explanation, counselor.",
기분 좋은 하루 되세요 #@소속# #@이름#입니다,Have a nice day #@Affiliation# #@Name#,
안녕하세요 #@상품#에 어떤 교재가 필요한 건가요,"Hello, what kind of textbook do I need for #@product#?",
#@소속# #@소속# #@상품# 교재로 구매하셔야 이용 가능하신데요,#@Affiliation# #@Affiliation# #@Product# You must purchase it as a textbook to use it.,
사이트 로그인 했는데 어떤 게 있는지 어디서 확인 할 수 있어요,"I logged into the site, where can I check what's available?",
#@상품#에서 이용 안내 그리고 준비물 클릭하세요,Click on the usage guide and required items in #@Product#,
잠시만요 이용 안내에서 준비물을 클릭하라구요,Please click on the required items in the user guide.,
천천히 하세요 회원님 그리고 스마트교재 확인 클릭이요,"Take your time, member, and click on the smart textbook confirmation button.",
그럼 아래 나오는 이미지를 보고 선택하면 되는 거죠,"Then, you can just look at the image below and choose.",
맞습니다 고객님 다른 문의 사항 더 있으신가요,"Yes sir, do you have any other questions?",
아니요 알겠습니다 상담 감사합니다,"No, I understand. Thank you for your advice.",
오늘도 기분 좋은 하루 되세요 #@소속# #@이름# 상담원 이었습니다,Have a nice day today #@Affiliation# #@Name# This was a counselor,
고객과 함께 하겠습니다 #@소속# 상담원 #@이름#입니다,"We will be with you, #@Affiliation#, counselor #@Name#",
홈페이지에서 #@상품# 이라고 봤는데 어떤 프로그램인가요,I saw #@Product# on the homepage. What program is it?,
초등 저학년 학생들 연산 학습을 위한 프로그램 입니다,This is a program for elementary school students to learn operations.,
이번에 초등학교 들어가는데도 할 수 있나요,Can I still do this when I enter elementary school this time?,
그럼요 단계 별로 하루에 필요한 만큼 체계적으로 구성되어 있어요,"Yes, it is systematically organized by step, as needed per day.",
학습 성취도는 어떻게 알 수 있나요,How do I know my learning achievements?,
자동 채점과 오답노트 기능으로 정확성과 속도의 동시 측정이 가능합니다,Simultaneous measurement of accuracy and speed is possible with automatic scoring and error note functions.,
피씨로만 학습이 가능한 건가요,Is it only possible to study on a PC?,
#@상품# 전용으로 책과 연습장 없이 탭에서 계산할 수 있습니다,#@Product# You can calculate on the tab without books and workbooks for exclusive use,
교재가 있는게 아니라 갤럭시탭 같은 걸로 문제를 그냥 푼다는 거네요,"It's not like there's a textbook, you just solve the problems on something like a Galaxy Tab.",
#@상품# 은 자동 채점이 되니까 아이들이 스스로 학습이 가능합니다,"#@Product# is automatically graded, so children can learn on their own.",
그럼 아이하고 한 번 이야기를 해봐야겠네요,"Well then, I guess I'll have to talk to the kid about it.",
기분 좋은 하루 되세요 #@소속# #@이름# 이었습니다,Have a nice day #@Affiliation# #@Name#,
늦게 받아 죄송합니다 #@소속# #@이름#입니다,Sorry for the late response #@Affiliation# #@Name#,
종합반에는 담임 선생님 제도는 어떤건가요,What is the homeroom teacher system like in the general class?,
온라인 교육 특성상 자발적인 학습의지가 부족할 수 있습니다,"Due to the nature of online education, there may be a lack of willingness to learn on one’s own.",
그렇지요 아이들은 특히나 그렇구요,"Yes, especially children.",
그래서 종합반에는 학교처럼 담임 선생님이 계세요,"So, in the general class, there is a homeroom teacher like in a school.",
