Korean,English
맞아 역시 먹을 줄 아는구나,"Yes, you really know how to eat"
키키 당연하지 근데 오랜만에 먹었더니 매워 죽는 줄!,"Kiki Of course, but it was so spicy that I thought I would die after eating it for a long time!"
아 진짜 나는 맨날 먹고 싶어 매워도,"Oh really, I want to eat it every day, even if it's spicy"
키키 아 너 매운 거 잘 먹어!?,"Kiki, do you like spicy food!?"
아 진짜 허세 아니거든,"Oh, it's really not a bluff"
잘 먹거든,Eat well
그거 너 허세 아니고 찐인 거 맞지?,"You're not bluffing, you're serious, right?"
아 장난 아니고 잘 먹어 나,"Oh, no kidding, eat well"
왜 이래,Why is it like this
"키키 과연, 너 그러면 엽떡 4단계 먹을 수 있어?","Kiki, really? Then can you eat level 4 of Yeop-tteok?"
웅 당연하지,"Yeah, of course"
나 먹을 수 있어,I can eat it
역시 뭐니 뭐니 해도 전기장판이 최고여~,"After all, no matter what, the electric blanket is the best~"
역시 전기장판이 최고지 날 추울 땐,Electric blankets are the best when it's cold.
키키 맞아 나 밖에도 안 나갔어 추울까 봐~,"Kiki, that's right, I didn't go out either. I thought it might be cold~"
아 너무 추워 밖에 날씨,Oh it's so cold outside
패딩 입자,padding particles
맞아 키키 근데 나 패딩 본가에 있어 ㅜ,Yeah Kiki but I'm at the padding store ㅜ
아 진짜 나와서 혼자 살아? 하하,"Oh really, you came out and lived alone? Haha"
어 나 지금 자취 중이거든!,"Oh, I'm living alone right now!"
아 진짜 자취 몇 년 차야,"Oh really, how many years have you been living alone?"
몇 년 차는 아니고 이제 10개월 차야~,"It's not a few years, it's 10 months now~"
아 정말 10개월도 오래됐다,"Oh really, it's been 10 months already"
키키 맞아 벌써 이제 두 달 뒤에 나올 예정 ㅜㅜ,"Kiki, that's right, it's already going to come out in two months ㅜㅜ"
두 달 뒤에 왜 나와 ?,Why are you coming out after two months?
나도 나가 살고 싶다,I want to go out and live too
이제 계약 만료로 나와서 다른 곳 가려고!,"Now that my contract is up and I'm out, I'm going to go somewhere else!"
아 정말 어디로 가려고?,"Oh really, where are you going?"
부럽다,i envy you
"아니, 아마 본가로 내려갈 거 같아!","No, I think I'll probably go down to my parents' house!"
아 진짜 본가로 들어가면 좋긴 하지,"Ah, it would be nice to go back to my parents' house"
너는 회사랑 집이랑 가까워?,Is your company close to your house?
나는 회사랑 10분 거리,I live 10 minutes away from work.
와 걸어서 아니면 차 타고?,Come on foot or by car?
나는 차 타고 다녀 외제차,I drive a foreign car
와 대박 너 그렇게 돈 잘 벌어!?,"Wow, wow, you make so much money!?"
움 나는 건설 회사 다녀,Um I work for a construction company
키키 와 대박 너 직책이 뭐야?,"Kiki, wow, what's your job title?"
나는 주임이야,I am the manager
돈은 못 벌어,I can't make money
주임인데 외제차 끌면 눈치는 안 보여?,"You're a manager, but don't you feel awkward if you drive a foreign car?"
아 다들 외제차 타고 다녀서 나도 뽑았어,"Ah, everyone drives foreign cars so I picked that one too"
키키 와 대박 너 차 종이 뭔데?,"Kiki, wow, what's your car paper?"
나는 아우디 타고 다녀 하하,I drive an Audi haha
별거 아니야,It's nothing
"와 키키 그사세다 완전,","Wow Kiki, that's perfect,"
"나는 언제쯤 외제차 타려나,",When will I be able to drive a foreign car?
지금 자동차 없어?,Don't you have a car right now?
택시 타고 다니나?,Do you take a taxi?
"나는 여기 서울이니까 지하철 타지,",I'm in Seoul so I take the subway.
아 지하철이 편하긴 하겠따,"Ah, the subway is convenient."
너 지금 다니는 회사는 안 힘들어?,Isn't the company you work for now difficult?
웅 조금 상사 때문에 힘들어도 괜찮아,"Yeah, it's okay if it's a little hard because of your boss."
"헐, 상사가 왜,? 괴롭혀?","Oh my, why is my boss harassing me?"
상사가 너무 짓을 많이 해서,My boss does too many things
헐 키키 근데 자기는 인 줄 모른다?,"Oh my god, Kiki, but you don't know that you are?"
아 진짜 모르는 듯 힘들다,"Ah, it's really hard, as if you don't know"
키키 나중에 회식할 때 술로 죽여 버렸!,"Kiki, I killed you with alcohol at the company dinner later!"
나중에 내가 술 먹고 꼬장 한번 부려야겠다,I'll have to get drunk and have some fun later.
키키 어 좋은 생각,"Kiki, good idea"
그 상사만 그러는 거야?,Is that boss the only one who does that?
웅 그 상사만 유독 너무 심해,"Yeah, that boss is the only one who's too bad"
"허, 너 직속 사수야?","Huh, are you a direct shooter?"
피할 수 없는 사람이야?,Are you an unavoidable person?
웅 진짜 피할 수 없는 분이야,"Yeah, he's someone you can't avoid"
흙흙 ㅜㅜ 그 사람은 직책이 뭔데?,Mud mud ㅜㅜ What is that person's position?
대리님이셔 악덕 대리님,"You are the agent, you are the evil agent"
"와, 과장한테 스트레스 쌓인 거 너한테 푸는 듯!","Wow, it seems like he's taking out all his stress on you!"
움 맞는 거 같아 과장님도 심하셔,I think it's right. The manager is also severe.
너는 군대 몇 살 때 갔어?,How old were you when you enlisted in the military?
나 군대 20살때 바로 갔어,I went to the military when I was 20.
아 진짜? 진짜 일찍 갔다 왔다!,Oh really? You really went and came back early!
웅 나는 빨리 일하고 싶어서 군대 먼저 다녀왔어,"Yeah, I wanted to work quickly, so I went to the military first."
그렇지 ㅜㅜ 그러면 22살 때 제대한 건가?,"Oh, really? So you were discharged when you were 22?"
웅 22살 때 겨울에 제대했어,"Yeah, I was discharged in the winter when I was 22."
"와 키키 겨울, 그래 추울 때 거기 있으면 더 외로워,","Wow Kiki winter, yeah it's lonelier when it's cold out there,"
겨울에 나오길 잘했다!,It was good that we came out in the winter!
웅 너무 고생했지,"Yeah, you worked so hard"
누나는 군대 가보고 싶어?,"Sister, do you want to go to the military?"
키키 아니! 나는 군대 가봤지만 안 가고 싶어!,"Kiki No! I've been in the military, but I don't want to go!"
키키 아 정말 가봤어? 언제?,"Kiki, have you really been there? When?"
키키 나 거기 안에 알바 하러 갔었어~,"Kiki, I went there to work part-time~"
아 정말 알바? 무슨 알바?,"Oh really, part-time job? What part-time job?"
거기 안에 카페 있거든?,"There's a cafe inside there, right?"
거기에서 알바 했었어!,I worked there!
아 정말 인기 많았겠다,"Oh, it must have been really popular"
"키키 응? 인기? 그런 거 없어,","Kiki, huh? Popularity? Not like that,"
왜 그런 게 없어,Why isn't there something like that?
많을 거 같아,I think there will be a lot
너는 어렸을 때 제일 잘했던 과목이 뭐야?,What subject were you best at when you were young?
나는 체육을 제일 잘했어,I was best at physical education
와 대박 키키 역시 남자들은 체육을 제일 많이 좋아하는 거 같아!,"Wow, awesome Kiki! It seems like guys like sports the most!"
웅 그치 남자들은 체육을 좋아하지,"Yeah, men don't like sports."
누나는 뭐를 가장 잘했어?,"What did you do best, sister?"
나는 키키 그때 당시에는 수학을 제일 좋아했었어!,"Kiki, back then I liked math the most!"
아 정말 수학 멋있다,"Oh, math is really cool."
키키 나 그때 수학 과외도 받았었는걸~,"Kiki, I also received math tutoring back then~"
누나 과외까지 받았구나 공부 잘했겠다,"Sister, you even received private tutoring. You must have studied hard."
키키 응 근데 문제가 뭔지 알려줄까?,"Kiki: Yeah, but can you tell me what the problem is?"
아 진짜 뭔데 궁금하다,"Oh, I really wonder what it is"
점수로 따지면 수학은 100점인데 다른 과목이 20점 키키,"In terms of scores, math is 100 points, but other subjects are 20 points."
오 정말 100점 맞았어?,"Oh, you really got 100 points?"
멋있다,stylish
키키 근데 다른 과목이 완전 바닥이잖아~,"Kiki, but your other subjects are completely bad~"
다른 과목이 진짜 너무 못하긴 했다,I was really bad at other subjects
키키 맞아 나는 그 당시에 도덕도 어려웠어!,"Kiki: That's right, I had a hard time with morals back then!"
아 정말 도덕은 난 쉬웠는데,"Oh really, morality was easy for me"
너는 가족 구성이 어떻게 돼?,What is your family structure?
나는 형 2명 여동생 1명,I have two older brothers and one younger sister.
아 진짜? 너가 그러면 셋째야?,Oh really? Then you're the third one?
나는 셋째야,I am the third
중간에 껴있어,Stuck in the middle
키키 셋째의 안 좋은 점은 뭐야?,What's the bad thing about Kiki's third child?
안 좋은 점은 그냥 셋째라 잘 안 챙겨 주는 거?,The only bad thing is that they don't take good care of you because you're the third child?
"키키 아앗, 첫째 형어랑 몇 살 차이나?","Kiki, how old are you and your older brother?"
2살 차이 나 첫째 형이랑은,My eldest brother and I are two years apart
하하 별로 안 나,Haha not really
키키 오 다 연년생인 거네 그러면?,"Kiki Oh, so you're all perennials?"
웅 맞아 키키 엄마 아빠가 너무 좋아,Yeah right Kiki's mom and dad love her so much
키키 아 부모님 금술이 장난이 아니구나?,"Kiki, your parents' prohibition of drinking is no joke, huh?"
오 맞아 너무 좋은 분들이셔 하하,"Oh right, you guys are so nice haha"
키키 아 그러면 너가 지금 몇 살이지?,"Kiki, then how old are you now?"
나는 24살이야,I'm 24 years old
누나는? 몇 살이야,Sister? How old are you?
아 그러면 니 둘째 형아랑 나랑 동갑!,"Oh, then your second older brother is the same age as me!"
아 정말 그럼 누나는 25살이구나,"Oh really, then you're 25 years old"
너는 지금까지 여자친구 몇 명 사귀어 봄?,How many girlfriends have you had so far?
나는 5명 만나 봤어,I met 5 people
하하 조금이지,Haha just a little bit
키키 웅? 몇 살 때부터 만난 거야?,"Kiki, how old were you when you first met?"
19살 때부터 만났어,We met when I was 19
키키 별로 안 돼,Kiki not so much
오 첫 연애는 생각보다 늦게 시작했네?,"Oh, your first love started later than I thought?"
웅 나는 19살 때 처음 여자친구 사겨 봤어,"Yeah, I had my first girlfriend when I was 19."
그렇구나 근데 너 남녀공학 아니지 않았어?,"I see, but weren't you in a co-ed school?"
아 우리 학교 남녀공학이였어,"Oh, my school was coeducational."
아 진짜? 그때 같은 학교에서 사귀었던 친구야?,Oh really? Are you the friend we met at school back then?
아니 다른 학교 아이랑 사귀었어,"No, I dated a kid from another school"
아 그렇구나 키키 소개 받고 만난 거야?,"Oh, I see. So you met through Kiki's introduction?"
